date,sessions,pct_cluster,subset_sessions,cluster_share_of_day_pct
2022-12-11,19,0.35754610462928116,196,9.693877551020408
2023-02-24,19,0.35754610462928116,287,6.620209059233449
2022-11-28,19,0.35754610462928116,178,10.674157303370785
2023-03-07,19,0.35754610462928116,246,7.723577235772358
2023-03-24,19,0.35754610462928116,204,9.313725490196079
2022-12-03,18,0.3387278885961611,195,9.230769230769232
2023-03-01,18,0.3387278885961611,280,6.428571428571428
2023-02-28,18,0.3387278885961611,279,6.451612903225806
2022-11-01,18,0.3387278885961611,288,6.25
2022-11-20,18,0.3387278885961611,197,9.137055837563452
2022-12-04,18,0.3387278885961611,191,9.424083769633508
2023-01-28,17,0.31990967256304104,245,6.938775510204081
2022-11-19,17,0.31990967256304104,189,8.994708994708994
2022-10-31,17,0.31990967256304104,281,6.049822064056939
2023-02-22,17,0.31990967256304104,344,4.941860465116279
2022-11-18,17,0.31990967256304104,180,9.444444444444445
2022-10-16,17,0.31990967256304104,347,4.899135446685879
2022-11-27,17,0.31990967256304104,182,9.340659340659341
2022-10-06,17,0.31990967256304104,431,3.944315545243619
2023-01-25,17,0.31990967256304104,239,7.112970711297072
2023-01-16,17,0.31990967256304104,146,11.643835616438356
2023-03-25,17,0.31990967256304104,203,8.374384236453201
2022-12-01,17,0.31990967256304104,188,9.042553191489363
2022-10-20,16,0.301091456529921,308,5.194805194805195
2022-12-07,16,0.301091456529921,170,9.411764705882353
2023-03-16,16,0.301091456529921,167,9.580838323353294
2022-12-06,16,0.301091456529921,201,7.960199004975125
2023-03-19,16,0.301091456529921,207,7.729468599033816
2023-01-27,16,0.301091456529921,230,6.956521739130435
2023-01-18,16,0.301091456529921,148,10.81081081081081
2023-03-08,15,0.2822732404968009,221,6.787330316742081
2022-12-17,15,0.2822732404968009,119,12.605042016806722
2022-10-13,15,0.2822732404968009,368,4.076086956521739
2022-11-02,15,0.2822732404968009,268,5.597014925373134
2022-10-25,15,0.2822732404968009,275,5.454545454545454
2022-10-24,15,0.2822732404968009,260,5.769230769230769
2022-12-19,15,0.2822732404968009,142,10.56338028169014
2023-03-27,15,0.2822732404968009,142,10.56338028169014
2022-11-17,15,0.2822732404968009,203,7.389162561576355
2022-11-07,15,0.2822732404968009,269,5.5762081784386615
2022-10-21,14,0.26345502446368085,301,4.651162790697675
2022-11-24,14,0.26345502446368085,184,7.608695652173914
2022-11-13,14,0.26345502446368085,269,5.204460966542751
2023-03-09,14,0.26345502446368085,187,7.4866310160427805
2023-03-18,14,0.26345502446368085,183,7.650273224043716
2022-11-12,14,0.26345502446368085,244,5.737704918032787
2022-12-27,14,0.26345502446368085,132,10.606060606060606
2022-11-29,14,0.26345502446368085,158,8.860759493670885
2023-01-20,14,0.26345502446368085,198,7.07070707070707
2022-10-12,14,0.26345502446368085,353,3.9660056657223794
2022-11-15,13,0.24463680843056076,229,5.676855895196507
2023-03-15,13,0.24463680843056076,206,6.310679611650485
2022-10-18,13,0.24463680843056076,342,3.8011695906432745
2023-03-30,13,0.24463680843056076,13,100.0
2022-10-22,13,0.24463680843056076,311,4.180064308681672
2022-10-10,13,0.24463680843056076,397,3.27455919395466
2022-12-30,13,0.24463680843056076,138,9.420289855072465
2022-12-25,12,0.22581859239744073,113,10.619469026548673
2023-01-09,12,0.22581859239744073,119,10.084033613445378
2023-03-20,12,0.22581859239744073,187,6.417112299465241
2022-12-26,12,0.22581859239744073,112,10.714285714285714
2022-12-16,12,0.22581859239744073,145,8.275862068965518
2022-12-13,12,0.22581859239744073,163,7.361963190184049
2022-12-23,12,0.22581859239744073,151,7.9470198675496695
2023-01-01,12,0.22581859239744073,117,10.256410256410255
2022-11-05,12,0.22581859239744073,297,4.040404040404041
2022-12-02,12,0.22581859239744073,195,6.153846153846154
2023-01-15,12,0.22581859239744073,140,8.571428571428571
2023-01-22,12,0.22581859239744073,221,5.429864253393665
2023-01-10,12,0.22581859239744073,118,10.16949152542373
2022-12-28,11,0.20700037636432067,110,10.0
2023-02-27,11,0.20700037636432067,262,4.198473282442748
2022-12-31,11,0.20700037636432067,135,8.148148148148149
2022-12-10,11,0.20700037636432067,174,6.321839080459771
2023-03-14,11,0.20700037636432067,203,5.41871921182266
2022-11-26,11,0.20700037636432067,204,5.392156862745098
2022-12-09,10,0.18818216033120058,178,5.617977528089887
2022-12-29,10,0.18818216033120058,148,6.756756756756757
2022-12-20,10,0.18818216033120058,146,6.8493150684931505
2023-01-12,10,0.18818216033120058,116,8.620689655172415
2022-11-08,10,0.18818216033120058,248,4.032258064516129
2023-01-02,10,0.18818216033120058,168,5.952380952380952
2022-12-21,10,0.18818216033120058,137,7.2992700729927
2023-01-13,10,0.18818216033120058,111,9.00900900900901
2023-01-17,10,0.18818216033120058,130,7.6923076923076925
2022-11-10,9,0.16936394429808055,215,4.186046511627907
2023-01-04,9,0.16936394429808055,138,6.521739130434782
2023-01-05,9,0.16936394429808055,115,7.82608695652174
2022-10-26,9,0.16936394429808055,268,3.3582089552238807
2023-01-07,9,0.16936394429808055,142,6.338028169014084
2022-12-14,9,0.16936394429808055,121,7.43801652892562
2022-10-14,9,0.16936394429808055,337,2.6706231454005933
2022-12-15,9,0.16936394429808055,137,6.569343065693431
2022-12-22,8,0.1505457282649605,130,6.153846153846154
2023-01-26,8,0.1505457282649605,219,3.65296803652968
2023-03-31,8,0.1505457282649605,8,100.0
2023-01-14,8,0.1505457282649605,121,6.6115702479338845
2022-11-21,8,0.1505457282649605,193,4.145077720207254
2022-12-24,8,0.1505457282649605,125,6.4
2022-11-16,8,0.1505457282649605,212,3.7735849056603774
2022-12-12,8,0.1505457282649605,158,5.063291139240507
2023-03-22,8,0.1505457282649605,162,4.938271604938271
2023-01-29,7,0.13172751223184043,220,3.1818181818181817
2022-11-30,7,0.13172751223184043,172,4.069767441860465
2023-03-13,7,0.13172751223184043,181,3.867403314917127
2023-01-03,6,0.11290929619872037,126,4.761904761904762
2022-12-18,6,0.11290929619872037,120,5.0
2023-01-08,6,0.11290929619872037,130,4.615384615384616
2023-01-06,6,0.11290929619872037,121,4.958677685950414
2023-01-11,6,0.11290929619872037,123,4.878048780487805
