session_id,label
p10096_s0029,2
p10097_s0001,1
p10097_s0002,0
p10097_s0003,2
p10097_s0004,0
p10097_s0005,0
p10097_s0006,0
p10097_s0007,2
p10097_s0008,2
p10097_s0009,2
p10097_s0010,2
p10098_s0001,1
p10098_s0002,2
p10098_s0003,0
p10098_s0004,2
p10098_s0005,0
p10098_s0006,0
p10099_s0001,1
p10099_s0002,0
p10099_s0003,2
p10099_s0004,0
p10099_s0005,0
p10099_s0006,0
p10099_s0007,2
p10099_s0008,0
p10099_s0009,2
p10099_s0010,0
p10099_s0011,0
p10099_s0012,0
p10099_s0013,2
p101_s0001,1
p101_s0002,1
p101_s0003,0
p101_s0004,0
p101_s0005,0
p101_s0006,1
p101_s0007,0
p101_s0008,0
p101_s0009,2
p1010_s0001,1
p1010_s0002,0
p10100_s0001,1
p10100_s0002,0
p10100_s0003,0
p10100_s0004,1
p10100_s0005,0
p10100_s0006,0
p10100_s0007,0
p10101_s0001,2
p10102_s0001,1
p10102_s0002,0
p10102_s0003,0
p10103_s0001,1
p10103_s0002,0
p10103_s0003,2
p10103_s0004,2
p10103_s0005,0
p10103_s0006,2
p10103_s0007,0
p10103_s0008,2
p10103_s0009,0
p10103_s0010,2
p10103_s0011,2
p10103_s0012,2
p10103_s0013,2
p10103_s0014,0
p10103_s0015,0
p10103_s0016,0
p10103_s0017,0
p10103_s0018,0
p10103_s0019,2
p10103_s0020,0
p10103_s0021,0
p10103_s0022,0
p10103_s0023,2
p10103_s0024,0
p10103_s0025,0
p10103_s0026,2
p10103_s0027,0
p10103_s0028,2
p10103_s0029,2
p10103_s0030,2
p10103_s0031,2
p10103_s0032,0
p10103_s0033,2
p10103_s0034,2
p10103_s0035,0
p10103_s0036,2
p10103_s0037,0
p10103_s0038,2
p10103_s0039,2
p10103_s0040,2
p10104_s0001,1
p10104_s0002,2
p10104_s0003,2
p10104_s0004,2
p10104_s0005,0
p10104_s0006,2
p10104_s0007,2
p10104_s0008,2
p10104_s0009,0
p10104_s0010,2
p10104_s0011,2
p10104_s0012,0
p10104_s0013,0
p10104_s0014,2
p10104_s0015,2
p10104_s0016,0
p10104_s0017,0
p10104_s0018,2
p10104_s0019,2
p10104_s0020,2
p10105_s0001,1
p10105_s0002,2
p10106_s0001,1
p10107_s0001,1
p10107_s0002,0
p10107_s0003,0
p10107_s0004,0
p10107_s0005,0
p10107_s0006,0
p10107_s0007,0
p10107_s0008,0
p10107_s0009,2
p10107_s0010,0
p10107_s0011,0
p10107_s0012,2
p10107_s0013,0
p10107_s0014,0
p10107_s0015,0
p10108_s0001,2
p1011_s0001,1
p10110_s0001,1
p10110_s0002,0
p10110_s0003,0
p10110_s0004,0
p10110_s0005,0
p10110_s0006,2
p10110_s0007,0
p10110_s0008,2
p10110_s0009,0
p10110_s0010,2
p10110_s0011,0
p10110_s0012,0
p10110_s0013,2
